cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,16,512,7168,ck,8,0,21.6091,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.43,175.9,0.0
256,32,512,7168,ck,8,0,21.7352,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.81,180.91,0.0
256,64,512,7168,ck,8,0,21.6273,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,21.72,193.94,0.0
256,128,512,7168,ck,8,0,21.4148,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,43.87,220.34,0.0
256,256,512,7168,ck,8,0,21.577,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,87.09,267.28,0.0
256,512,512,7168,ck,8,0,22.1872,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,169.38,354.45,0.0
256,1024,512,7168,ck,18,0,27.5523,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,272.8,437.66,0.0
256,1536,512,7168,ck,18,0,28.3801,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,397.26,572.69,0.0
256,2048,512,7168,ck,18,0,29.4451,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,510.52,694.42,0.0
256,4096,512,7168,ck,2,0,45.5413,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,660.16,817.38,0.0
256,8192,512,7168,ck,0,0,64.1614,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,937.16,1103.14,0.0
256,16384,512,7168,cktile,11,0,98.713,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1218.27,1396.85,0.0
256,20480,512,7168,cktile,11,0,106.7764,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1407.84,1605.62,0.0
256,16,576,7168,ck,8,0,21.6838,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.09,196.55,0.0
256,32,576,7168,ck,8,0,21.7855,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,12.13,201.74,0.0
256,64,576,7168,ck,8,0,21.6935,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,24.36,214.87,0.0
256,128,576,7168,ck,8,0,21.5068,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,49.15,241.49,0.0
256,256,576,7168,ck,8,0,21.6926,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,97.45,288.52,0.0
256,512,576,7168,ck,18,0,27.36,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,154.53,306.6,0.0
256,1024,576,7168,ck,18,0,27.8966,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,303.11,453.4,0.0
256,1536,576,7168,ck,18,0,29.2873,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,433.07,577.32,0.0
256,2048,576,7168,ck,3,0,47.4069,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,356.73,446.52,0.0
256,4096,576,7168,ck,0,0,57.0941,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,592.41,669.2,0.0
256,8192,576,7168,ck,0,0,89.2735,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,757.74,809.72,0.0
256,16384,576,7168,ck,0,0,153.6456,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,880.54,914.08,0.0
256,20480,576,7168,cktile,11,0,181.5841,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,931.33,961.11,0.0
256,128,1024,4096,ck,8,0,13.7599,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,78.03,361.97,0.0
256,16,1536,7168,ck,8,0,22.0787,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,15.96,506.09,0.0
256,32,1536,7168,ck,8,0,22.1428,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,31.82,512.03,0.0
256,64,1536,7168,ck,8,0,22.0238,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,63.99,529.67,0.0
256,128,1536,7168,ck,8,0,21.7841,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,129.39,565.59,0.0
256,256,1536,7168,ck,18,0,27.6348,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,203.99,493.27,0.0
256,512,1536,7168,ck,18,0,28.2551,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,399.02,575.22,0.0
256,1024,1536,7168,ck,2,0,43.8957,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,513.69,489.7,0.0
256,1536,1536,7168,ck,0,0,55.3724,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,610.83,482.89,0.0
256,2048,1536,7168,ck,0,0,57.9353,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,778.41,552.02,0.0
256,4096,1536,7168,cktile,11,0,90.0488,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1001.62,588.05,0.0
256,8192,1536,7168,cktile,11,0,158.9815,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1134.65,596.9,0.0
256,16384,1536,7168,cktile,11,0,256.6513,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1405.71,696.6,0.0
256,20480,1536,7168,cktile,11,0,295.5655,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1525.79,746.79,0.0
256,128,4096,1280,ck,7,0,7.4194,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,180.9,870.06,0.0
256,16,4608,7168,ck,8,0,21.9393,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,48.18,1517.47,0.0
256,32,4608,7168,ck,8,0,22.0732,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,95.77,1520.14,0.0
256,64,4608,7168,ck,18,0,27.3651,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,154.5,1245.34,0.0
256,128,4608,7168,ck,18,0,27.8801,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,303.29,1259.94,0.0
256,256,4608,7168,ck,2,0,43.3671,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,389.96,858.36,0.0
256,512,4608,7168,ck,0,0,55.8745,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,605.34,741.28,0.0
256,1024,4608,7168,cktile,11,0,85.0782,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,795.1,585.43,0.0
256,1536,4608,7168,cktile,11,0,90.2343,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1124.5,644.94,0.0
256,2048,4608,7168,cktile,11,0,97.1032,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1393.28,685.71,0.0
256,4096,4608,7168,cktile,11,0,186.6265,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1449.86,536.57,0.0
256,8192,4608,7168,cktile,11,0,328.9546,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1645.11,508.42,0.0
256,16384,4608,7168,cktile,11,0,611.6269,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1769.59,492.89,0.0
256,20480,4608,7168,cktile,11,0,772.5376,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1751.26,477.1,0.0
256,16,7168,256,ck,8,0,2.9877,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.65,692.33,0.0
256,16,7168,2304,ck,8,0,8.6,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,61.45,1951.32,0.0
256,32,7168,256,ck,8,0,3.3047,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,35.54,696.57,0.0
256,32,7168,2304,ck,8,0,8.8565,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,119.34,1924.86,0.0
256,64,7168,256,ck,13,0,3.8674,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,60.73,715.96,0.0
256,64,7168,2304,ck,18,0,11.0993,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,190.46,1583.89,0.0
256,128,7168,256,ck,8,0,4.6007,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,102.11,804.83,0.0
256,128,7168,2304,ck,18,0,11.6712,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,362.25,1597.52,0.0
256,256,7168,256,cktile,6,0,5.3481,a8w8_blockscale_cktile_32x128x128_1x4x1_16x16x64_intrawave_0x1x0_1,175.67,1041.6,0.0
256,256,7168,2304,ck,2,0,17.2075,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,491.4,1207.32,0.0
256,512,7168,256,cktile,10,0,7.6955,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,244.17,1209.29,0.0
256,512,7168,2304,ck,0,0,22.3331,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,757.24,1120.97,0.0
256,1024,7168,256,cktile,10,0,11.2282,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,334.7,1494.2,0.0
256,1024,7168,2304,ck,0,0,37.7104,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,896.91,889.79,0.0
256,1536,7168,256,cktile,10,0,13.3199,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,423.21,1820.46,0.0
256,1536,7168,2304,cktile,11,0,43.5424,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1165.17,966.28,0.0
256,2048,7168,256,cktile,10,0,18.4391,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,407.62,1720.23,0.0
256,2048,7168,2304,ck,0,0,74.1963,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,911.71,681.89,0.0
256,4096,7168,256,cktile,10,0,29.5555,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,508.62,2084.34,0.0
256,4096,7168,2304,cktile,11,0,117.9301,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1147.22,717.99,0.0
256,8192,7168,256,cktile,10,0,54.7017,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,549.61,2218.81,0.0
256,8192,7168,2304,cktile,11,0,199.6737,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1355.13,765.4,0.0
256,16384,7168,256,cktile,10,0,101.2722,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,593.74,2378.84,0.0
256,16384,7168,2304,cktile,11,0,371.4356,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1456.96,778.45,0.0
256,20480,7168,256,cktile,10,0,125.313,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,599.79,2399.43,0.0
256,20480,7168,2304,cktile,11,0,470.5953,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1437.45,759.26,0.0
256,1,512,4096,ck,8,0,11.7612,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.36,178.75,0.0
256,2,512,4096,ck,8,0,12.3163,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.68,171.11,0.0
256,4,512,4096,ck,8,0,11.8522,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.42,178.67,0.0
256,8,512,4096,ck,8,0,11.8979,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.82,179.7,0.0
256,12,512,4096,ck,8,0,11.9637,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.21,180.43,0.0
256,16,512,4096,ck,8,0,11.4132,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.88,190.93,0.0
256,24,512,4096,ck,8,0,12.8284,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,7.85,173.06,0.0
256,32,512,4096,ck,8,0,12.2685,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.94,184.29,0.0
256,40,512,4096,ck,8,0,12.2621,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,13.68,187.73,0.0
256,48,512,4096,ck,8,0,11.8401,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,17.0,197.88,0.0
256,56,512,4096,ck,8,0,12.313,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.08,193.61,0.0
256,64,512,4096,ck,8,0,12.2116,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,21.98,198.57,0.0
256,72,512,4096,ck,8,0,12.509,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,24.14,197.12,0.0
256,80,512,4096,ck,8,0,11.8538,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,28.31,211.47,0.0
256,88,512,4096,ck,8,0,12.433,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,29.69,204.92,0.0
256,96,512,4096,ck,8,0,12.0832,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,33.32,214.24,0.0
256,104,512,4096,ck,8,0,12.833,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,33.99,204.91,0.0
256,112,512,4096,ck,8,0,11.9951,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,39.16,222.64,0.0
256,120,512,4096,ck,8,0,12.7443,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,39.49,212.77,0.0
256,128,512,4096,ck,8,0,12.0214,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,44.66,228.97,0.0
256,136,512,4096,ck,8,0,12.7719,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,44.66,218.72,0.0
256,144,512,4096,ck,8,0,12.4179,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,48.64,228.25,0.0
256,152,512,4096,ck,8,0,12.72,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,50.12,226.05,0.0
256,160,512,4096,ck,8,0,12.2907,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,54.6,237.28,0.0
256,168,512,4096,ck,8,0,12.7844,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,55.12,231.32,0.0
256,176,512,4096,ck,8,0,12.3269,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,59.89,243.23,0.0
256,184,512,4096,ck,8,0,12.7752,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,60.41,237.9,0.0
256,192,512,4096,ck,8,0,12.5083,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,64.38,246.25,0.0
256,200,512,4096,ck,8,0,12.9158,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,64.95,241.65,0.0
256,208,512,4096,ck,8,0,12.5608,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,69.46,251.74,0.0
256,216,512,4096,ck,8,0,13.0016,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,69.68,246.36,0.0
256,224,512,4096,ck,8,0,12.6033,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,74.55,257.4,0.0
256,232,512,4096,ck,8,0,12.9632,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,75.06,253.41,0.0
256,240,512,4096,ck,8,0,12.7187,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,79.15,261.5,0.0
256,248,512,4096,ck,8,0,13.0248,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,79.86,258.5,0.0
256,256,512,4096,ck,8,0,12.8887,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,83.31,264.41,0.0
256,272,512,4096,ck,8,0,12.7705,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,89.33,273.27,0.0
256,288,512,4096,ck,8,0,12.7469,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,94.76,280.2,0.0
256,304,512,4096,ck,8,0,12.8829,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,98.97,283.6,0.0
256,320,512,4096,ck,8,0,12.8039,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,104.83,291.75,0.0
256,336,512,4096,ck,8,0,12.8096,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,110.02,298.02,0.0
256,352,512,4096,ck,8,0,12.7743,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,115.58,305.25,0.0
256,368,512,4096,ck,8,0,12.855,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,120.07,309.71,0.0
256,384,512,4096,ck,8,0,12.9458,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,124.41,313.86,0.0
256,400,512,4096,ck,8,0,13.0231,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,128.83,318.29,0.0
256,416,512,4096,ck,8,0,12.897,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,135.29,327.76,0.0
256,432,512,4096,ck,8,0,12.9444,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,139.98,332.88,0.0
256,448,512,4096,ck,8,0,13.2053,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,142.3,332.51,0.0
256,462,512,4096,ck,8,0,13.4292,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,144.3,332.31,0.0
256,819,512,4096,ck,7,0,16.5493,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,207.57,380.1,0.0
256,820,512,4096,ck,7,0,16.7521,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,205.31,375.81,0.0
256,821,512,4096,ck,7,0,16.6175,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,207.22,379.16,0.0
256,822,512,4096,ck,7,0,16.619,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,207.46,379.43,0.0
256,823,512,4096,ck,7,0,16.7166,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,206.5,377.52,0.0
256,824,512,4096,ck,7,0,16.6263,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,207.87,379.88,0.0
256,825,512,4096,ck,7,0,16.7338,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,206.79,377.75,0.0
256,826,512,4096,ck,7,0,16.6888,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,207.59,379.07,0.0
256,828,512,4096,ck,7,0,16.5481,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,209.87,382.91,0.0
256,830,512,4096,ck,7,0,16.6417,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,209.19,381.38,0.0
256,832,512,4096,ck,18,0,15.8474,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,220.2,401.14,0.0
